Serial,URL,College,Course,Status
1224,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1224_P1_A1.pdf,,,Error or Not Found
1225,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1225_P1_A1.pdf,,,Error or Not Found
1226,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1226_P1_A1.pdf,,,Error or Not Found
1227,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1227_P1_A1.pdf,,,Error or Not Found
1228,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1228_P1_A1.pdf,,,Error or Not Found
1229,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1229_P1_A1.pdf,,,Error or Not Found
1230,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1230_P1_A1.pdf,,,Error or Not Found
1231,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1231_P1_A1.pdf,,,Error or Not Found
1232,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1232_P1_A1.pdf,,,Error or Not Found
1233,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1233_P1_A1.pdf,,,Error or Not Found
1234,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1234_P1_A1.pdf,,,Error or Not Found
1235,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1235_P1_A1.pdf,,,Error or Not Found
1236,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1236_P1_A1.pdf,,,Error or Not Found
1237,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1237_P1_A1.pdf,,,Error or Not Found
1238,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1238_P1_A1.pdf,,,Error or Not Found
1239,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1239_P1_A1.pdf,,,Error or Not Found
1240,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1240_P1_A1.pdf,,,Error or Not Found
1241,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1241_P1_A1.pdf,,,Error or Not Found
1242,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1242_P1_A1.pdf,,,Error or Not Found
1243,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1243_P1_A1.pdf,,,Error or Not Found
